first_image,second_image,answers,correct_answer,rule,action
-21,-23,2,1,1,0
-5,32,-37,0,1,1
-6,29,-35,0,1,1
9,-9,18,1,1,0
11,-3,14,1,1,0
-51,-37,-14,0,1,1
14,28,-14,0,1,1
-13,12,-25,0,1,1
48,40,8,1,1,0
26,33,-7,0,1,1
-37,-12,-25,0,1,1
-20,-26,6,1,0,1
30,9,21,1,0,1
12,-30,42,1,0,1
-4,-8,4,1,0,1
72,44,28,1,0,1
-14,-35,21,1,0,1
-34,-12,-22,0,0,0
22,-6,28,1,0,1
29,24,5,1,0,1
-25,-31,6,1,0,1
-39,-13,-26,0,0,0
-45,-40,-5,0,0,0
-4,-39,35,1,0,1
-54,-37,-17,0,0,0
38,42,-4,0,0,0
56,43,13,1,0,1
-3,-26,23,1,0,1
-28,-21,-7,0,0,0
1,7,-6,0,0,0
-19,-14,-5,0,0,0
-52,-39,-13,0,0,0
28,14,14,1,1,0
3,8,-5,0,1,1
-13,10,-23,0,1,1
22,23,-1,0,1,1
18,8,10,1,1,0
-15,-3,-12,0,1,1
-42,-6,-36,0,1,1
-76,-41,-35,0,1,1
59,29,30,1,1,0
22,2,20,1,0,1
-34,-12,-22,0,0,0
-32,-39,7,1,0,1
-42,0,-42,0,0,0
-82,-39,-43,0,0,0
26,14,12,1,0,1
27,-4,31,1,0,1
22,-6,28,1,0,1
-55,-13,-42,0,0,0
-28,-29,1,1,0,1
-6,11,-17,0,0,0
47,2,45,1,0,1
-70,-43,-27,0,0,0
-24,-39,15,1,1,0
59,14,45,1,1,0
-2,-21,19,1,1,0
67,44,23,1,1,0
-59,-24,-35,0,1,1
-64,-35,-29,0,1,1
-15,-2,-13,0,1,1
42,-3,45,1,1,0
-1,-32,31,1,1,0
11,-15,26,1,0,1
8,30,-22,0,0,0
-16,-4,-12,0,0,0
17,34,-17,0,0,0
10,34,-24,0,0,0
-11,-31,20,1,0,1
-41,-35,-6,0,0,0
32,33,-1,0,0,0
-8,25,-33,0,0,0
15,2,13,1,0,1
-48,-29,-19,0,0,0
-1,22,-23,0,0,0
17,17,0,0,0,0
-1,24,-25,0,0,0
-49,-8,-41,0,0,0
-27,-1,-26,0,0,0
16,18,-2,0,0,0
-13,1,-14,0,0,0
43,1,42,1,1,0
-39,-22,-17,0,1,1
-40,-13,-27,0,1,1
-42,-11,-31,0,1,1
48,3,45,1,1,0
-35,2,-37,0,1,1
-48,-34,-14,0,1,1
3,-2,5,1,1,0
23,-13,36,1,0,1
-3,-15,12,1,0,1
3,-23,26,1,0,1
3,5,-2,0,0,0
-50,-19,-31,0,0,0
12,2,10,1,0,1
-41,-25,-16,0,0,0
51,8,43,1,0,1
45,19,26,1,0,1
17,3,14,1,0,1
-3,4,-7,0,0,0
15,-10,25,1,0,1
27,32,-5,0,0,0
10,5,5,1,0,1
23,20,3,1,0,1
44,33,11,1,0,1
-26,3,-29,0,0,0
25,32,-7,0,1,1
4,15,-11,0,1,1
81,41,40,1,1,0
81,44,37,1,1,0
72,42,30,1,1,0
-34,-14,-20,0,1,1
47,42,5,1,1,0
6,-11,17,1,1,0
36,-7,43,1,0,1
-24,-31,7,1,0,1
49,36,13,1,0,1
-43,-33,-10,0,0,0
-32,-41,9,1,0,1
-24,17,-41,0,0,0
-43,-27,-16,0,0,0
34,36,-2,0,0,0
-27,-21,-6,0,1,1
-1,-41,40,1,1,0
-57,-31,-26,0,1,1
78,33,45,1,1,0
44,9,35,1,1,0
-4,-15,11,1,1,0
-58,-35,-23,0,1,1
-15,-42,27,1,1,0
22,9,13,1,1,0
5,1,4,1,1,0
-52,-40,-12,0,1,1
45,43,2,1,1,0
-29,1,-30,0,1,1
76,38,38,1,1,0
-43,1,-44,0,1,1
-21,-30,9,1,0,1
-19,-4,-15,0,0,0
-17,14,-31,0,0,0
-11,15,-26,0,0,0
32,16,16,1,0,1
30,8,22,1,0,1
-4,33,-37,0,0,0
-43,-31,-12,0,0,0
-11,31,-42,0,0,0
-24,-1,-23,0,0,0
-51,-11,-40,0,0,0
-55,-31,-24,0,0,0
-25,-16,-9,0,0,0
-40,-12,-28,0,0,0
15,9,6,1,0,1
10,36,-26,0,1,1
60,34,26,1,1,0
17,22,-5,0,1,1
9,40,-31,0,1,1
13,18,-5,0,1,1
-7,-4,-3,0,1,1
-59,-45,-14,0,1,1
61,18,43,1,1,0
1,-23,24,1,1,0
-19,2,-21,0,1,1
39,19,20,1,1,0
-31,-17,-14,0,1,1
-11,-6,-5,0,1,1
55,24,31,1,1,0
-53,-15,-38,0,1,1
-60,-33,-27,0,1,1
41,6,35,1,1,0
2,33,-31,0,1,1
15,22,-7,0,1,1
-13,-10,-3,0,1,1
-1,-40,39,1,1,0
-28,-33,5,1,0,1
10,-10,20,1,0,1
-78,-43,-35,0,0,0
-27,-11,-16,0,0,0
74,42,32,1,0,1
26,-7,33,1,0,1
24,-7,31,1,0,1
7,-3,10,1,0,1
33,8,25,1,0,1
47,41,6,1,0,1
8,-1,9,1,0,1
2,-37,39,1,1,0
18,30,-12,0,1,1
-24,-35,11,1,1,0
46,19,27,1,1,0
-18,6,-24,0,1,1
-45,-2,-43,0,1,1
-34,2,-36,0,1,1
1,18,-17,0,1,1
10,3,7,1,1,0
53,39,14,1,0,1
23,16,7,1,0,1
-12,15,-27,0,0,0
32,10,22,1,0,1
23,10,13,1,0,1
-35,-31,-4,0,0,0
43,31,12,1,0,1
2,-11,13,1,0,1
-49,-35,-14,0,0,0
-32,9,-41,0,0,0
-6,4,-10,0,0,0
40,39,1,1,0,1
34,23,11,1,0,1
-11,-44,33,1,0,1
-22,-26,4,1,0,1
-19,-7,-12,0,0,0
-47,-31,-16,0,0,0
39,0,39,1,0,1
-37,-3,-34,0,0,0
-34,-37,3,1,0,1
42,26,16,1,0,1
15,-29,44,1,1,0
27,-16,43,1,1,0
16,-27,43,1,1,0
-7,20,-27,0,1,1
21,43,-22,0,1,1
-32,-41,9,1,1,0
25,-12,37,1,1,0
13,37,-24,0,1,1
67,39,28,1,1,0
-60,-23,-37,0,1,1
23,-22,45,1,1,0
26,5,21,1,0,1
7,-24,31,1,0,1
-46,-14,-32,0,0,0
-10,-22,12,1,0,1
-44,-4,-40,0,0,0
-32,-3,-29,0,0,0
-50,-31,-19,0,0,0
-29,-1,-28,0,0,0
61,35,26,1,0,1
10,-28,38,1,0,1
-28,-27,-1,0,1,1
36,12,24,1,1,0
32,27,5,1,1,0
-43,-42,-1,0,1,1
-49,-38,-11,0,1,1
-21,-36,15,1,1,0
-24,-26,2,1,1,0
32,39,-7,0,1,1
3,22,-19,0,1,1
-42,1,-43,0,1,1
43,22,21,1,1,0
-28,-43,15,1,1,0
-63,-25,-38,0,1,1
62,29,33,1,1,0
32,31,1,1,1,0
-3,17,-20,0,1,1
-9,31,-40,0,1,1
80,42,38,1,1,0
-69,-45,-24,0,1,1
5,4,1,1,1,0
3,34,-31,0,1,1
-24,11,-35,0,0,0
-40,-20,-20,0,0,0
35,40,-5,0,0,0
-52,-10,-42,0,0,0
5,-30,35,1,0,1
16,-3,19,1,0,1
-5,13,-18,0,0,0
-45,-44,-1,0,0,0
44,17,27,1,0,1
11,-29,40,1,0,1
-28,-24,-4,0,0,0
-9,-35,26,1,0,1
2,-18,20,1,0,1
31,11,20,1,0,1
53,28,25,1,0,1
49,23,26,1,0,1
-82,-44,-38,0,0,0
24,11,13,1,0,1
40,24,16,1,0,1
12,5,7,1,0,1
3,7,-4,0,0,0
-67,-39,-28,0,1,1
36,9,27,1,1,0
-8,-39,31,1,1,0
-5,-18,13,1,1,0
-27,-8,-19,0,1,1
14,-15,29,1,1,0
57,41,16,1,1,0
-7,-2,-5,0,1,1
-51,-23,-28,0,1,1
-2,-40,38,1,1,0
0,-21,21,1,1,0
51,13,38,1,1,0
5,-8,13,1,1,0
-62,-19,-43,0,1,1
-20,-10,-10,0,1,1
73,33,40,1,0,1
-22,11,-33,0,0,0
7,11,-4,0,0,0
44,31,13,1,0,1
22,43,-21,0,0,0
-3,1,-4,0,0,0
-9,-30,21,1,0,1
-7,-12,5,1,0,1
29,-4,33,1,0,1
54,19,35,1,0,1
-53,-37,-16,0,0,0
13,-9,22,1,0,1
18,29,-11,0,1,1
-32,7,-39,0,1,1
45,17,28,1,1,0
-62,-39,-23,0,1,1
-48,-11,-37,0,1,1
-34,-28,-6,0,1,1
2,-3,5,1,1,0
9,-1,10,1,1,0
79,40,39,1,1,0
-26,2,-28,0,1,1
3,-2,5,1,1,0
-21,19,-40,0,1,1
39,-4,43,1,1,0
33,-12,45,1,1,0
-74,-35,-39,0,1,1
-6,11,-17,0,1,1
-1,11,-12,0,1,1
23,-22,45,1,0,1
-22,-14,-8,0,0,0
-12,8,-20,0,0,0
5,5,0,0,0,0
-42,-28,-14,0,0,0
-24,-18,-6,0,0,0
-24,-40,16,1,0,1
-31,-45,14,1,0,1
7,1,6,1,1,0
-38,-8,-30,0,1,1
36,38,-2,0,1,1
25,-10,35,1,1,0
7,17,-10,0,1,1
-13,16,-29,0,1,1
-28,-29,1,1,1,0
-35,-13,-22,0,1,1
-11,-42,31,1,1,0
-5,-39,34,1,1,0
-8,11,-19,0,1,1
24,-2,26,1,1,0
33,35,-2,0,1,1
-7,-12,5,1,1,0
39,7,32,1,1,0
5,3,2,1,1,0
54,29,25,1,1,0
16,22,-6,0,1,1
-31,-15,-16,0,1,1
-46,-4,-42,0,0,0
-6,-41,35,1,0,1
35,28,7,1,0,1
18,-18,36,1,0,1
-18,18,-36,0,0,0
-5,29,-34,0,0,0
42,36,6,1,0,1
37,22,15,1,0,1
-7,-32,25,1,0,1
4,4,0,0,1,1
-38,-39,1,1,1,0
44,12,32,1,1,0
-32,-43,11,1,1,0
-1,-23,22,1,1,0
11,22,-11,0,1,1
4,30,-26,0,1,1
-25,-10,-15,0,1,1
-7,-30,23,1,1,0
23,13,10,1,1,0
61,38,23,1,1,0
27,-15,42,1,0,1
-48,-10,-38,0,0,0
48,25,23,1,0,1
-39,-35,-4,0,0,0
6,11,-5,0,0,0
37,13,24,1,0,1
71,34,37,1,0,1
-2,-2,0,0,0,0
-19,-15,-4,0,0,0
7,19,-12,0,0,0
-78,-43,-35,0,0,0
-15,-37,22,1,1,0
-17,26,-43,0,1,1
1,-4,5,1,1,0
-64,-36,-28,0,1,1
-6,-35,29,1,1,0
34,0,34,1,1,0
70,36,34,1,1,0
34,44,-10,0,1,1
-3,32,-35,0,1,1
-59,-39,-20,0,1,1
-8,-2,-6,0,1,1
63,25,38,1,1,0
-35,9,-44,0,1,1
-44,-8,-36,0,1,1
40,32,8,1,1,0
-53,-38,-15,0,1,1
-8,-39,31,1,0,1
-27,0,-27,0,0,0
-10,-9,-1,0,0,0
55,39,16,1,0,1
2,-3,5,1,0,1
17,23,-6,0,0,0
-6,-23,17,1,0,1
-28,14,-42,0,0,0
-20,-44,24,1,0,1
-59,-24,-35,0,0,0
-77,-43,-34,0,0,0
29,-5,34,1,0,1
34,15,19,1,0,1
20,-19,39,1,0,1
8,11,-3,0,0,0
-13,4,-17,0,0,0
-12,29,-41,0,0,0
-11,33,-44,0,0,0
13,-20,33,1,0,1
-83,-40,-43,0,0,0
-36,-3,-33,0,1,1
-39,-39,0,0,1,1
45,44,1,1,1,0
32,17,15,1,1,0
54,42,12,1,1,0
-31,-30,-1,0,1,1
75,33,42,1,1,0
33,42,-9,0,1,1
-13,9,-22,0,1,1
38,36,2,1,1,0
-22,-29,7,1,0,1
-3,18,-21,0,0,0
-6,31,-37,0,0,0
1,-7,8,1,0,1
-17,-33,16,1,0,1
14,-11,25,1,0,1
12,-3,15,1,0,1
4,4,0,0,0,0
-1,-41,40,1,0,1
25,-3,28,1,0,1
24,-19,43,1,1,0
9,40,-31,0,1,1
-69,-42,-27,0,1,1
52,11,41,1,1,0
-30,-23,-7,0,1,1
39,7,32,1,1,0
0,-18,18,1,1,0
54,13,41,1,1,0
-31,-28,-3,0,1,1
19,31,-12,0,0,0
3,-40,43,1,0,1
-44,-20,-24,0,0,0
0,-27,27,1,0,1
46,23,23,1,0,1
-36,-26,-10,0,0,0
-22,5,-27,0,0,0
14,-20,34,1,0,1
73,35,38,1,0,1
27,15,12,1,0,1
-20,-5,-15,0,0,0
-36,-8,-28,0,0,0
15,-10,25,1,0,1
1,27,-26,0,0,0
-6,-34,28,1,0,1
-5,-29,24,1,0,1
11,44,-33,0,0,0
4,-10,14,1,0,1
61,16,45,1,0,1
81,43,38,1,0,1
51,39,12,1,0,1
18,21,-3,0,1,1
6,-24,30,1,1,0
4,10,-6,0,1,1
-40,-31,-9,0,1,1
64,39,25,1,1,0
18,13,5,1,1,0
5,34,-29,0,1,1
23,-1,24,1,1,0
13,-18,31,1,0,1
40,26,14,1,0,1
1,-33,34,1,0,1
69,32,37,1,0,1
16,-22,38,1,0,1
-34,0,-34,0,0,0
-8,10,-18,0,0,0
14,14,0,0,0,0
-9,30,-39,0,0,0
-21,-32,11,1,0,1
14,33,-19,0,0,0
-22,-34,12,1,0,1
-53,-38,-15,0,1,1
-76,-37,-39,0,1,1
-20,12,-32,0,1,1
-21,-42,21,1,1,0
54,40,14,1,1,0
46,31,15,1,1,0
-74,-42,-32,0,1,1
-69,-30,-39,0,1,1
-6,10,-16,0,1,1
-8,-38,30,1,1,0
-47,-32,-15,0,1,1
2,2,0,0,1,1
53,26,27,1,1,0
-16,19,-35,0,1,1
-4,22,-26,0,1,1
-26,-5,-21,0,1,1
-22,-1,-21,0,1,1
-17,-35,18,1,1,0
33,-4,37,1,0,1
44,37,7,1,0,1
-13,21,-34,0,0,0
46,30,16,1,0,1
-67,-25,-42,0,0,0
-45,-32,-13,0,0,0
-44,-11,-33,0,0,0
-6,-10,4,1,0,1
37,27,10,1,0,1
14,-21,35,1,0,1
56,36,20,1,0,1
15,24,-9,0,0,0
20,-9,29,1,0,1
53,25,28,1,0,1
-64,-41,-23,0,0,0
37,14,23,1,0,1
-45,-31,-14,0,0,0
-3,-2,-1,0,0,0
-4,38,-42,0,0,0
-53,-13,-40,0,0,0
65,43,22,1,0,1
-21,-39,18,1,1,0
0,-6,6,1,1,0
-71,-41,-30,0,1,1
2,-41,43,1,1,0
80,44,36,1,1,0
-87,-43,-44,0,1,1
2,-27,29,1,1,0
-52,-26,-26,0,1,1
5,-19,24,1,1,0
-29,-34,5,1,1,0
-13,-37,24,1,1,0
43,35,8,1,1,0
-45,-5,-40,0,1,1
-8,-5,-3,0,1,1
54,34,20,1,1,0
-31,-2,-29,0,1,1
75,39,36,1,1,0
21,-13,34,1,1,0
3,-5,8,1,1,0
39,37,2,1,1,0
-33,-2,-31,0,1,1
-14,-23,9,1,0,1
46,35,11,1,0,1
28,15,13,1,0,1
-2,23,-25,0,0,0
22,41,-19,0,0,0
34,9,25,1,0,1
-1,-40,39,1,0,1
-73,-44,-29,0,0,0
13,-5,18,1,0,1
4,37,-33,0,0,0
12,-26,38,1,0,1
-27,12,-39,0,0,0
29,11,18,1,1,0
2,32,-30,0,1,1
-34,-23,-11,0,1,1
-33,3,-36,0,1,1
30,44,-14,0,1,1
8,-24,32,1,1,0
21,-16,37,1,1,0
-15,-15,0,0,1,1
16,17,-1,0,0,0
26,30,-4,0,0,0
29,-10,39,1,0,1
9,12,-3,0,0,0
37,33,4,1,0,1
38,27,11,1,0,1
60,28,32,1,0,1
-31,14,-45,0,0,0
23,-15,38,1,0,1
-52,-11,-41,0,0,0
-61,-29,-32,0,0,0
-36,3,-39,0,0,0
-6,14,-20,0,0,0
-88,-44,-44,0,0,0
-2,18,-20,0,0,0
30,28,2,1,0,1
10,-19,29,1,0,1
-28,11,-39,0,0,0
-16,22,-38,0,0,0
-4,10,-14,0,0,0
60,32,28,1,0,1
-52,-33,-19,0,1,1
69,26,43,1,1,0
22,17,5,1,1,0
1,-15,16,1,1,0
43,3,40,1,1,0
-20,-17,-3,0,1,1
57,24,33,1,1,0
-15,-36,21,1,1,0
-11,10,-21,0,1,1
44,10,34,1,1,0
-50,-28,-22,0,1,1
30,-10,40,1,1,0
32,41,-9,0,1,1
-7,-44,37,1,1,0
5,-7,12,1,1,0
-27,3,-30,0,1,1
17,-24,41,1,1,0
7,-18,25,1,1,0
75,41,34,1,1,0
-25,-40,15,1,1,0
17,-21,38,1,1,0
39,7,32,1,0,1
19,13,6,1,0,1
28,13,15,1,0,1
-6,-39,33,1,0,1
-45,-29,-16,0,0,0
-9,6,-15,0,0,0
8,34,-26,0,0,0
-38,-17,-21,0,0,0
-1,18,-19,0,1,1
1,25,-24,0,1,1
-7,26,-33,0,1,1
78,40,38,1,1,0
23,34,-11,0,1,1
50,33,17,1,1,0
88,44,44,1,1,0
-74,-40,-34,0,1,1
28,-5,33,1,1,0
14,-10,24,1,1,0
45,41,4,1,1,0
-7,-21,14,1,1,0
-17,-45,28,1,0,1
85,42,43,1,0,1
-52,-40,-12,0,0,0
-35,8,-43,0,0,0
-18,-14,-4,0,0,0
22,27,-5,0,0,0
-52,-31,-21,0,0,0
16,5,11,1,0,1
-82,-41,-41,0,0,0
-12,1,-13,0,0,0
-53,-19,-34,0,1,1
12,19,-7,0,1,1
-22,-28,6,1,1,0
37,24,13,1,1,0
-50,-6,-44,0,1,1
-10,-28,18,1,1,0
-70,-43,-27,0,1,1
0,-11,11,1,1,0
-30,1,-31,0,1,1
29,31,-2,0,1,1
10,-12,22,1,1,0
-39,-40,1,1,1,0
-10,-2,-8,0,1,1
47,32,15,1,0,1
-15,0,-15,0,0,0
68,33,35,1,0,1
70,41,29,1,0,1
-80,-41,-39,0,0,0
-62,-45,-17,0,0,0
10,19,-9,0,0,0
-41,-37,-4,0,0,0
-48,-9,-39,0,0,0
51,26,25,1,0,1
-35,-22,-13,0,0,0
2,16,-14,0,0,0
-50,-13,-37,0,0,0
65,29,36,1,0,1
-39,-45,6,1,0,1
-16,-28,12,1,0,1
-16,-37,21,1,0,1
29,0,29,1,1,0
31,-9,40,1,1,0
30,-6,36,1,1,0
-37,-28,-9,0,1,1
20,21,-1,0,1,1
11,-2,13,1,1,0
-42,-3,-39,0,1,1
-54,-44,-10,0,1,1
22,33,-11,0,0,0
-19,-8,-11,0,0,0
-85,-43,-42,0,0,0
-49,-21,-28,0,0,0
-53,-12,-41,0,0,0
36,38,-2,0,0,0
79,41,38,1,0,1
11,19,-8,0,0,0
55,19,36,1,0,1
4,-4,8,1,0,1
60,31,29,1,0,1
0,-27,27,1,0,1
14,9,5,1,0,1
28,23,5,1,0,1
14,21,-7,0,0,0
-38,-29,-9,0,0,0
14,39,-25,0,0,0
67,37,30,1,0,1
-66,-28,-38,0,0,0
-19,-34,15,1,1,0
-1,22,-23,0,1,1
3,-14,17,1,1,0
-6,-18,12,1,1,0
9,9,0,0,1,1
-33,-2,-31,0,1,1
-38,-31,-7,0,1,1
-6,10,-16,0,1,1
-11,-32,21,1,1,0
-59,-18,-41,0,1,1
3,-21,24,1,1,0
57,14,43,1,1,0
-45,-4,-41,0,1,1
12,-12,24,1,0,1
-3,-41,38,1,0,1
-39,-30,-9,0,0,0
24,43,-19,0,0,0
47,33,14,1,0,1
-68,-30,-38,0,0,0
11,31,-20,0,0,0
-58,-24,-34,0,0,0
-10,-5,-5,0,0,0
-38,-21,-17,0,1,1
3,-42,45,1,1,0
39,24,15,1,1,0
35,-6,41,1,1,0
-7,33,-40,0,1,1
75,44,31,1,1,0
61,21,40,1,1,0
-20,-1,-19,0,1,1
8,-7,15,1,1,0
36,14,22,1,1,0
11,-23,34,1,1,0
30,9,21,1,1,0
-23,-1,-22,0,1,1
0,5,-5,0,1,1
5,33,-28,0,1,1
-8,-30,22,1,1,0
-7,9,-16,0,1,1
46,16,30,1,1,0
-63,-27,-36,0,1,1
-10,-15,5,1,0,1
-33,-35,2,1,0,1
10,-29,39,1,0,1
-30,0,-30,0,0,0
-35,-12,-23,0,0,0
-5,14,-19,0,0,0
8,36,-28,0,0,0
-23,-22,-1,0,0,0
75,37,38,1,0,1
-36,-25,-11,0,0,0
-26,2,-28,0,0,0
42,42,0,0,0,0
45,0,45,1,0,1
-53,-15,-38,0,0,0
-3,-7,4,1,0,1
-5,-20,15,1,0,1
21,-23,44,1,0,1
-32,-38,6,1,0,1
-28,-38,10,1,0,1
-45,-34,-11,0,0,0
-20,4,-24,0,1,1
-30,1,-31,0,1,1
-63,-27,-36,0,1,1
35,14,21,1,1,0
-9,-45,36,1,1,0
41,42,-1,0,1,1
6,-15,21,1,1,0
-57,-28,-29,0,1,1
0,-11,11,1,1,0
6,-25,31,1,1,0
-41,-11,-30,0,1,1
18,3,15,1,1,0
10,2,8,1,1,0
-3,-35,32,1,1,0
-46,-3,-43,0,1,1
-34,7,-41,0,1,1
25,11,14,1,0,1
14,20,-6,0,0,0
31,-13,44,1,0,1
15,-12,27,1,0,1
1,-9,10,1,0,1
-72,-43,-29,0,0,0
-21,-28,7,1,0,1
14,6,8,1,0,1
44,38,6,1,0,1
-12,-2,-10,0,0,0
-7,9,-16,0,0,0
-35,-7,-28,0,1,1
-1,-28,27,1,1,0
-16,-38,22,1,1,0
43,18,25,1,1,0
10,-31,41,1,1,0
61,27,34,1,1,0
-7,-39,32,1,1,0
-8,25,-33,0,1,1
2,7,-5,0,1,1
-36,-19,-17,0,1,1
-11,13,-24,0,1,1
20,39,-19,0,1,1
34,38,-4,0,0,0
25,0,25,1,0,1
30,28,2,1,0,1
18,-8,26,1,0,1
-37,-25,-12,0,0,0
17,24,-7,0,0,0
4,-1,5,1,0,1
46,7,39,1,0,1
42,3,39,1,0,1
5,36,-31,0,0,0
17,24,-7,0,0,0
-10,29,-39,0,0,0
-53,-40,-13,0,0,0
-21,14,-35,0,1,1
0,-39,39,1,1,0
-40,-39,-1,0,1,1
-37,-4,-33,0,1,1
-26,-2,-24,0,1,1
-17,10,-27,0,1,1
38,32,6,1,1,0
49,23,26,1,1,0
-30,-3,-27,0,1,1
-8,-19,11,1,1,0
-42,-13,-29,0,1,1
-44,-41,-3,0,1,1
24,35,-11,0,1,1
58,40,18,1,1,0
17,22,-5,0,1,1
-25,-11,-14,0,0,0
-58,-33,-25,0,0,0
-71,-37,-34,0,0,0
-10,-25,15,1,0,1
-52,-42,-10,0,0,0
2,43,-41,0,0,0
-3,-25,22,1,0,1
30,42,-12,0,0,0
72,27,45,1,0,1
3,15,-12,0,0,0
-7,23,-30,0,0,0
18,-10,28,1,0,1
-37,-20,-17,0,0,0
32,40,-8,0,1,1
28,-9,37,1,1,0
-16,4,-20,0,1,1
-39,-12,-27,0,1,1
-5,-8,3,1,1,0
-35,-24,-11,0,1,1
35,43,-8,0,1,1
-3,-3,0,0,1,1
-72,-28,-44,0,0,0
45,25,20,1,0,1
46,25,21,1,0,1
87,42,45,1,0,1
-15,-9,-6,0,0,0
-23,-1,-22,0,0,0
16,28,-12,0,0,0
-23,21,-44,0,0,0
18,18,0,0,0,0
-5,-5,0,0,0,0
-32,-2,-30,0,0,0
-32,-33,1,1,0,1
32,34,-2,0,0,0
-34,-10,-24,0,1,1
-15,16,-31,0,1,1
15,-23,38,1,1,0
-19,-14,-5,0,1,1
-43,-2,-41,0,1,1
19,16,3,1,1,0
10,32,-22,0,1,1
63,36,27,1,1,0
-75,-37,-38,0,0,0
58,19,39,1,0,1
33,28,5,1,0,1
-25,-39,14,1,0,1
52,28,24,1,0,1
-21,19,-40,0,0,0
63,29,34,1,0,1
-29,-19,-10,0,0,0
0,41,-41,0,0,0
70,25,45,1,0,1
16,-3,19,1,0,1
54,35,19,1,0,1
-11,-12,1,1,0,1
-43,-33,-10,0,0,0
11,-17,28,1,0,1
-57,-45,-12,0,0,0
-47,-34,-13,0,1,1
45,34,11,1,1,0
-37,-8,-29,0,1,1
1,17,-16,0,1,1
-3,39,-42,0,1,1
-46,-21,-25,0,1,1
-10,-22,12,1,1,0
49,38,11,1,1,0
-35,-31,-4,0,1,1
-52,-34,-18,0,1,1
-23,-1,-22,0,1,1
18,41,-23,0,1,1
-6,-7,1,1,1,0
-74,-39,-35,0,1,1
34,42,-8,0,1,1
18,41,-23,0,1,1
0,10,-10,0,1,1
-31,-10,-21,0,1,1
-48,-22,-26,0,1,1
18,-13,31,1,1,0
16,37,-21,0,1,1
16,30,-14,0,0,0
12,22,-10,0,0,0
52,9,43,1,0,1
49,27,22,1,0,1
19,-13,32,1,0,1
7,25,-18,0,0,0
-9,-11,2,1,0,1
-17,11,-28,0,0,0
-6,-16,10,1,0,1
-55,-35,-20,0,0,0
39,39,0,0,0,0
-42,1,-43,0,0,0
2,33,-31,0,0,0
-29,10,-39,0,0,0
15,-16,31,1,0,1
-35,-20,-15,0,0,0
8,-15,23,1,0,1
11,31,-20,0,0,0
-44,-14,-30,0,0,0
-21,3,-24,0,0,0
73,31,42,1,0,1
-24,-43,19,1,1,0
2,2,0,0,1,1
-21,-10,-11,0,1,1
0,-16,16,1,1,0
-40,-6,-34,0,1,1
-7,-2,-5,0,1,1
-45,-2,-43,0,1,1
32,16,16,1,1,0
-38,-16,-22,0,1,1
10,-19,29,1,1,0
3,-6,9,1,1,0
-32,-17,-15,0,1,1
-70,-25,-45,0,1,1
28,10,18,1,1,0
19,42,-23,0,1,1
17,-5,22,1,0,1
5,7,-2,0,0,0
64,40,24,1,0,1
9,41,-32,0,0,0
-48,-14,-34,0,0,0
-64,-27,-37,0,0,0
-40,-17,-23,0,0,0
-54,-28,-26,0,0,0
-1,30,-31,0,0,0
81,38,43,1,1,0
17,-11,28,1,1,0
-36,-22,-14,0,1,1
-54,-12,-42,0,1,1
44,15,29,1,1,0
41,9,32,1,1,0
-31,-38,7,1,1,0
-20,18,-38,0,1,1
2,-14,16,1,1,0
-34,-43,9,1,1,0
-11,15,-26,0,1,1
-19,16,-35,0,1,1
53,14,39,1,1,0
-61,-34,-27,0,1,1
-20,-29,9,1,1,0
-73,-41,-32,0,1,1
3,14,-11,0,1,1
17,-12,29,1,1,0
-3,4,-7,0,1,1
65,21,44,1,1,0
-19,5,-24,0,1,1
8,-4,12,1,0,1
-8,-9,1,1,0,1
33,40,-7,0,0,0
17,30,-13,0,0,0
-9,25,-34,0,0,0
-40,-16,-24,0,0,0
-3,12,-15,0,0,0
26,37,-11,0,0,0
8,43,-35,0,0,0
-67,-33,-34,0,0,0
4,-7,11,1,0,1
18,13,5,1,0,1
-59,-38,-21,0,0,0
47,18,29,1,0,1
-24,-11,-13,0,0,0
36,10,26,1,0,1
-43,-13,-30,0,0,0
19,-14,33,1,1,0
14,4,10,1,1,0
25,-19,44,1,1,0
-7,3,-10,0,1,1
17,44,-27,0,1,1
31,-4,35,1,1,0
18,-25,43,1,1,0
3,6,-3,0,1,1
-14,-43,29,1,1,0
0,0,0,0,1,1
-45,-13,-32,0,1,1
37,7,30,1,1,0
29,4,25,1,1,0
-42,-10,-32,0,1,1
6,-3,9,1,1,0
64,29,35,1,1,0
-26,-1,-25,0,1,1
-33,-1,-32,0,1,1
10,-5,15,1,1,0
-41,-45,4,1,1,0
-18,-3,-15,0,1,1
10,-26,36,1,0,1
5,44,-39,0,0,0
21,-12,33,1,0,1
42,35,7,1,0,1
-49,-17,-32,0,0,0
-13,21,-34,0,0,0
-65,-45,-20,0,0,0
45,12,33,1,0,1
-46,-2,-44,0,0,0
67,24,43,1,0,1
0,-41,41,1,0,1
-39,-43,4,1,0,1
50,11,39,1,0,1
-12,2,-14,0,0,0
-32,-15,-17,0,0,0
5,-8,13,1,1,0
-16,-36,20,1,1,0
-49,-16,-33,0,1,1
25,4,21,1,1,0
14,40,-26,0,1,1
40,27,13,1,1,0
36,11,25,1,1,0
28,20,8,1,1,0
-40,-17,-23,0,1,1
47,34,13,1,1,0
7,-23,30,1,1,0
56,43,13,1,1,0
-47,-31,-16,0,1,1
-29,4,-33,0,1,1
